,Title,Address,City,State,PostalCode,Units,Open Date,Phase,Latitude,Longitude,Market,Submarket
5479,Embassy Suites by Hilton Orlando Sunset Walk,S of Rolling Oaks Blvd & Fins Up Circ,Kissimmee,FL,34747,300,10/19/2023,Planning,28.345258,-81.6113681,Orlando,Kissimmee West 
5480,"Conshohocken Hotel, Tapestry Collection by Hilton",Fayette and Elm St,Conshohocken,PA,19428,165,8/30/2022,In Construction,40.073162,-75.3073645,Philadelphia,Philadelphia West Suburbs 
5481,Tryp by Wyndham Placida,12000 Placida Rd,Placida,FL,33946,200,12/31/2023,Planning,26.8378946,-82.2737132,Florida Central,Florida Central Area 
5482,AC Hotel By Marriott Roanoke,215 Church Ave SW,Roanoke,VA,24011,140,9/15/2023,Final Planning,37.2712194,-79.9357508,Virginia Area,Roanoke 
5483,element Boston Cambridge,22 Water St,Cambridge,MA,2141,88,9/4/2023,Final Planning,42.3732551,-71.0777827,Boston,Cambridge/Waltham 
5484,Residence Inn Greensboro North,2000 Enterprise Rd,Greensboro,NC,27408,117,2/14/2023,Final Planning,36.09473,-79.818028,Greensboro/Winston Salem,Greensboro 
5485,Tribute Portfolio Atlanta Fayetteville,NEQ Iver Pl & J Arthur Rank Ave,Fayetteville,GA,30214,181,8/1/2024,Planning,33.4696297,-84.506796,Atlanta,Atlanta South 
5486,SpringHill Suites Charlotte Kannapolis,SWC West Ave & Laureate Way,Kannapolis,NC,28081,109,3/14/2024,Planning,35.4986884,-80.6264238,Charlotte,Concord & Salisbury NC 
5487,Courtyard Wilson,333 N Carolina Ave NW,Wilson,NC,27893,101,3/6/2023,Final Planning,35.7234054,-77.9083731,North Carolina East,Rocky Mount/Wilson NC 
5488,TownePlace Suites Charlottesville,Olympia Dr & Town And Country Ln,Charlottesville,VA,22911,120,6/15/2023,Final Planning,38.0345624,-78.4487506,Virginia Area,Charlottesville VA 
5489,Fairfield Inn & Suites Berlin,SWQ Main St & Ocean Gateway,Berlin,MD,21811,81,2/1/2024,Planning,38.342465,-75.220553,Maryland Area,Chesapeake/Ocean City MD 
5490,AC Hotels By Marriott Princeton Junction,NEQ Brunswick Pk & Meadow Rd,Princeton Junction,NJ,8550,130,10/8/2024,Planning,40.3124948,-74.6590586,Central New Jersey,Princeton/Central 
5491,Residence Inn Columbia Downtown,SWQ Senate St & Huger St,Columbia,SC,29201,122,6/26/2023,Final Planning,33.995605,-81.044275,Columbia,Columbia CBD 
5492,Fairfield Inn & Suites Jacksonville Saint Johns,Saint Johns Pky,Jacksonville,FL,32259,95,8/8/2023,Planning,30.0594057,-81.529078,Jacksonville,Jacksonville Other Areas 
5493,Fairfield Inn & Suites Memphis Medical District,597 Beale St,Memphis,TN,38103-3203,87,9/24/2023,Planning,35.137726,-90.041522,Memphis,Memphis CBD 
5494,TownePlace Suites Memphis Medical District,653 Beale St,Memphis,TN,38103-3205,93,9/24/2023,Final Planning,35.1381498,-90.0396364,Memphis,Memphis CBD 
5495,AC Hotel by Marriott Boston East Cambridge,23 Water St,Cambridge,MA,2141,104,9/4/2023,In Construction,42.3738335,-71.0791208,Boston,Cambridge/Waltham 
5496,Fairfield Inn & Suites Grand Rapids Wyoming,5970 Metro Way SW,Wyoming,MI,49519-9514,116,7/6/2021,In Construction,42.856699,-85.721037,Grand Rapids & Michigan West,Grand Rapids MI 
5497,AC Hotels By Marriott Philadelphia Stadium,3601 S Broad St,Philadelphia,PA,19148,163,12/17/2023,Planning,39.90118,-75.171972,Philadelphia,Philadelphia Airport/Stadium 
5498,element Philadelphia Stadium,3601 S Broad St,Philadelphia,PA,19148-5250,124,12/17/2023,Planning,39.9003749,-75.1716893,Philadelphia,Philadelphia Airport/Stadium 
5499,Fairfield by Marriott Inn & Suites Knoxville Cedar Bluff,317 N Cedar Bluff Rd,Knoxville,TN,37923,118,8/29/2023,Final Planning,35.9205775,-84.0949533,Knoxville,Knoxville 
5500,Courtyard Banner Elk,4004 North C Hwy,Banner Elk,NC,28604,120,6/15/2023,Planning,36.1184886,-81.8356946,North Carolina West,North Carolina West Central Area 
5501,La Quinta Inns & Suites Amrillo,2302 Soncy Rd,Amarillo,TX,79124,55,,Planning,35.187449,-101.937504,Texas North,Amarillo 
5502,La Quinta Inn & Suites Saratoga Spring,2200 N Redwood Rd,Saratoga Springs,UT,84045,70,9/30/2023,Planning,40.401961,-111.9206488,Utah Area,Provo & Utah County 
5503,Residence Inn Annapolis,Taylor Ave,Annapolis,MD,21401,90,12/24/2023,Planning,38.9796846,-76.5053763,Baltimore,Annapolis 
5504,Courtyard Panama City Beach,17851 Front Beach Rd,Panama City Beach,FL,32413,208,7/26/2024,Planning,30.2346476,-85.9152818,Florida Panhandle,Panama City 
5505,La Quinta Inns & Suites North Bend,549 SW Mt Si Blvd,North Bend,WA,98045,75,10/30/2023,Planning,47.4859377,-121.7914205,Seattle,Bellevue/East 
5506,La Quinta Inns & Suites Moses Lake,Hwy 17 & Patton Blvd,Moses Lake,WA,98837,75,9/30/2023,Planning,47.1415482,-119.272011,Washington State,Washington State Area 
5507,La Quinta Inn & Suites Eastvale,5060 Hamner Ave,Eastvale,CA,92880,79,9/30/2023,Planning,33.9923493,-117.5575791,Inland Empire,Riverside Surrounding 
5508,Microtel Inn & Suites by Wyndham Montgomery,6801 Rt 15 Hwy,Montgomery,PA,17752,60,9/30/2023,Planning,41.1709421,-76.9086462,Pennsylvania Area,Pennsylvania Central Area 
5509,Wyndham Tupelo Main,314 Main St,Tupelo,MS,38804,80,9/30/2023,Planning,34.2578682,-88.7064988,Mississippi,Tupelo/North Area 
5510,Wyndham Victorville,11752 Dunia Rd,Victorville,CA,92395,100,9/30/2023,Planning,34.4676483,-117.3546453,Inland Empire,San Bernardino Surrounding 
5511,Wyndham Venice,3480 Laurel Rd E,North Venice,FL,34275,125,9/30/2023,Planning,27.13657,-82.4048,Sarasota,Sarasota/Beaches 
5512,Delta Hotel St George,1001 S 250 W,St George,UT,84770,143,11/2/2022,Planning,37.0870196,-113.5868915,Utah Area,Cedar City & St George UT 
5513,Courtyard Cincinnati Uptown,3104 Reading Rd,Cincinnati,OH,45229,90,3/5/2024,Planning,39.135069,-84.4963511,Cincinnati,Cincinnati Northwest 
5514,Residence Inn Cincinnati Uptown,3049 Reading Rd,Cincinnati,OH,45229,108,3/5/2024,Planning,39.1358124,-84.4965963,Cincinnati,Cincinnati Northwest 
5515,Wyndham Cape Coral,1612 Cape Coral Pky E,Cape Coral,FL,33904-9618,330,9/30/2023,Planning,26.56214,-81.9428115,Fort Myers,Fort Myers Beach/Sanibel Island 
5516,Wingate By Wyndham Bronx,2568 Park Ave,Bronx,NY,10451,70,9/30/2023,Planning,40.81292,-73.9285195,New York,New York City Area 
5517,TRYP by Wyndham Sarasota,2677 S Tamiami Trl,Sarasota,FL,34239-4500,99,9/1/2023,Final Planning,27.3101848,-82.5296546,Sarasota,Sarasota/Beaches 
5518,TRYP Cape Coral,0 Pine Island & Burnt Store,Saint James City,FL,33956,170,10/31/2023,Planning,26.595673,-82.111866,Fort Myers,Fort Myers Beach/Sanibel Island 
5519,Fairbridge Hotel,10126 S 27th St,Oak Creek,WI,53154-5528,80,,Planning,42.861218,-87.951037,Milwaukee,Milwaukee General Mitchell Airport 
5520,Gateway Crossings Hotel,1205 Coleman Ave,Santa Clara,CA,95050-4368,225,7/15/2021,In Construction,37.355277,-121.934189,San Jose/Santa Cruz,Santa Clara/Sunnyvale/Milpitas 
5521,Best Western Plus Cityline Hotel,156 Bruckner Blvd,Bronx,NY,10454-4609,98,6/15/2021,In Construction,40.8031312,-73.9192241,New York,New York City Area 
5522,Ocean Side Pompano,20 N Ocean Blvd,Pompano Beach,FL,33062-5707,303,,Planning,26.233086,-80.090211,Fort Lauderdale,Coral Springs/Pompano Beach 
5523,Hotel Sul Fiume,202 N St. Mary St,San Antonio,TX,78205,147,,Unconfirmed,29.4256281,-98.4910247,San Antonio,San Antonio CBD 
5524,The Bailey,2650 Northwinds Pky,Alpharetta,GA,30009,119,,Planning,34.061234,-84.280324,Atlanta,Alpharetta/North 
5525,Ritz-Carlton,401-417 7th Ave S,Nashville,TN,37203,240,1/1/2025,Unconfirmed,36.15481,-86.778447,Nashville,Nashville CBD 
5526,Wildwood Casino,119 Carbonate St,Cripple Creek,CO,80813,104,5/15/2021,In Construction,38.7502347,-105.1735901,Colorado Springs,Colorado Springs South/Airport 
5527,Atwell Suites,301 W Euless Blvd,Euless,TX,76040,140,,Planning,32.8356957,-97.0865508,Fort Worth/Arlington,Bedford/Grapevine 
5528,Best Western Colfax,801 S Auburn St,Colfax,CA,95713,69,11/12/2021,In Construction,39.0924749,-120.9512919,Sacramento,South Lake Tahoe 
5529,Best Western Plus Coralville Hotel,3265 US 6,Iowa City,IA,52240,70,5/31/2021,In Construction,41.6879532,-91.6117214,Iowa Area,Iowa City/Waterloo 
5530,Moss Landing History & Heritage Center,8425 Moss Landing Rd,Moss Landing,CA,95039,30,6/1/2021,In Construction,36.793272,-121.784126,California Central Coast,Monterey/Salinas 
5531,Hyatt Centric Denver,1776 Champa St,Denver,CO,80202,264,10/1/2021,In Construction,39.74802,-104.991488,Denver,Denver CBD 
5532,SOMA Hotel - San Francisco,100 Channel St,San Francisco,CA,94158-1602,299,7/23/2021,In Construction,37.7748341,-122.3902483,San Francisco/San Mateo,San Francisco Market St 
5533,Unnamed Hotel @ Lender Springs,1 US-183 Hwy,Leander,TX,78641,275,,Planning,30.580833,-97.837173,Austin,Austin Northwest/Arboretum 
5534,The Surfliner Inn,Linden Ave & 5th St,Carpinteria,CA,93013,40,,Planning,34.3960001,-119.5223212,California Central Coast,Santa Barbara/Santa Maria 
5535,Element 29 Hotel,Copper Rd and Ten Mile,Frisco,CO,80443,127,8/1/2021,In Construction,39.502124,-106.153045,Colorado Area,Colorado Ski Area 
5536,Henderson Hotel,250 Killarney Dr,Winter Park,FL,32789-3652,132,,Planning,28.596033,-81.366279,Orlando,Orlando Central 
5537,Gale Miami Hotel,601 NE 1st St,Fort Lauderdale,FL,33304,100,7/1/2023,In Construction,25.780238,-80.191477,Miami,Miami CBD/North 
5538,The Woolfe Hotel,431 Meeting St,Charleston,SC,29403-5522,252,,Planning,32.7930256,-79.9389952,Charleston,Charleston/West Ashley 
5539,"Basalt, Tapestry Collection by Hilton",300 Tree Farm Dr,El Jebel,CO,81623-6702,122,4/11/2024,Planning,39.3912276,-107.0844537,Colorado Area,Colorado Northwest Area 
5540,Motto by Hilton San Diego Gaslamp Quarter,705 6th Ave,San Diego,CA,92101-7026,186,2/27/2024,Planning,32.7127605,-117.1589402,San Diego,San Diego CBD 
5541,Home2 Suites by Hilton Niceville Eglin Air Force Base,John Simms Pky,Niceville,FL,32578,80,2/11/2024,Planning,30.5217438,-86.4933728,Florida Panhandle,Fort Walton Beach 
5542,Home2 Suites by Hilton El Paso I-10 Eastlake Blvd TX,I-10 & Eastlake Blvd,El Paso,TX,79928,100,10/11/2023,Planning,31.6929238,-106.2708882,Texas West,El Paso 
5543,Caption by Hyatt Beale Street,Front St,Memphis,TN,38103,136,8/18/2022,Final Planning,35.1380386,-90.0585044,Memphis,Memphis CBD 
5544,AC Hotel by Marriott Ann Arbor Downtown,300 E Huron St,Ann Arbor,MI,48104,140,8/5/2023,Final Planning,42.281115,-83.745788,Michigan South,Ann Arbor/Jackson 
5545,TownePlace Suites Danville,3663 S Danville Byp,Danville,KY,40422,88,11/3/2023,Planning,37.6180564,-84.7669006,Kentucky Area,Kentucky East Area 
5546,Hyatt Place Waco Downtown,301 S 3rd St,Waco,TX,76701,110,4/20/2023,Final Planning,31.5564017,-97.1280483,Texas West,Waco & Killeen 
5547,Courtyard Charleston Historic Downtown,Meeting St,Charleston,SC,29403,96,5/22/2025,Planning,32.8024929,-79.9436483,Charleston,Charleston/West Ashley 
5548,Aloft Charleston Downtown,600 Meeting St,Charleston,SC,29403,82,5/22/2025,Planning,32.8028381,-79.9442623,Charleston,Charleston/West Ashley 
5549,TownePlace Suites Ocala,9381 SW 84th Ter,Ocala,FL,34481-6260,125,4/3/2023,Final Planning,29.084347,-82.256536,Florida Central,Ocala 
5550,Wingate By Wyndham Selma,12019 S Highland Ave,Selma,CA,93662,75,9/30/2022,Final Planning,36.5607393,-119.6292048,California South/Central,Fresno 
5551,TownePlace Suites Jackson,2511 Christmasville Cv,Jackson,TN,38305,89,11/3/2023,Planning,35.6767104,-88.7820106,Tennessee Area,Tennessee West Area 
5552,Rivers Casino Portsmouth,Victory Blvd & Interstate 264,Portsmouth,VA,23701,0,1/1/2023,Planning,36.8072225,-76.3533261,Norfolk/Virginia Beach,Norfolk/Portsmouth 
5553,Baccarat Hotel & Residences,444 Brickell Ave,Miami,FL,33131,249,1/1/2025,Planning,25.7693539,-80.1908767,Miami,Miami CBD/North 
5554,Selo Hotel Condo,401 NE 2nd St,Fort Lauderdale,FL,33301,200,,Deferred,26.1246482,-80.1385231,Fort Lauderdale,Fort Lauderdale/Beach 
5555,Autograph Collection The Warrior Hotel,525 6th St,Sioux City,IA,51101-1201,56,,In Construction,42.4966148,-96.4036476,Iowa Area,Iowa West Area 
5556,Gallery Court Hotel,140 Emmet St,Charlottesville,VA,22903,72,,Planning,38.0410338,-78.5058805,Virginia Area,Charlottesville VA 
5557,Sea View Hotel,22729-22741 Pacific Coast Hwy,Malibu,CA,90265,39,1/1/2023,Planning,34.039625,-118.670526,Los Angeles,Santa Monica/Marina Del Rey 
5558,Staybridge Suites Chico,1651 Springfield Dr,Chico,CA,95928,100,5/1/2025,Planning,39.7300748,-121.8091312,California North,Redding/Chico 
5559,Candlewood Suites Oklahoma City,4624 SW 23rd St,Oklahoma City,OK,73128-1858,84,12/28/2023,Planning,35.4410025,-97.6016396,Oklahoma City,Oklahoma City Airport 
5560,Staybridge Suites Kemah,506 Texas Ave,Kemah,TX,77565-2821,50,6/15/2023,Planning,29.543524,-95.020918,Texas East,Galveston & Texas City 
5561,Atwell Suites Galveston,8819 Stewart Rd,Galveston,TX,77554,100,1/1/2025,Planning,29.254068,-94.85331,Texas East,Galveston & Texas City 
5562,Hampton Inn and Suites Williamstown Ark Encounter,15 Grandview Hts,Williamstown,KY,41097-9498,130,3/16/2023,Final Planning,38.6297917,-84.5787011,Cincinnati,Cincinnati South/Airport 
5563,La Quinta Inns & Suites Desoto,1565 N Interstate 35 E,Desoto,TX,75115,76,9/30/2023,Planning,32.621413,-96.823893,Dallas,Dallas South/East 
5564,La Quinta Inns & Suites Lighthouse Point,4060 N Federal Hwy,Lighthouse Point,FL,33064-6044,68,9/30/2023,Planning,26.2812705,-80.0953807,Fort Lauderdale,Coral Springs/Pompano Beach 
5565,Wyndham Buena Park,7851 Beach Blvd,Buena Park,CA,90620-1964,149,10/31/2023,Planning,33.8487858,-117.9987225,Orange County,Orange County Northwest/Fullerton 
5566,La Quinta Inns & Suites Sanger,1 35 & Keaton Rd,Sanger,TX,76266,81,10/31/2023,Planning,33.3479395,-97.1674912,Dallas,Denton/Lewisville/McKinney 
5567,Hawthorn Suites By Wyndham Selma,12019 S Highland Ave,Selma,CA,93662,35,9/30/2023,Planning,36.560963,-119.629389,California South/Central,Fresno 
5568,Microtel Inn & Suites by Wyndham Dansville,12 Main St,Dansville,NY,14437,72,10/1/2023,Planning,42.5518828,-77.685482,Rochester,Rochester Other Areas NY 
5569,Microtel Inn & Suites by Wyndham Macedon,362 Route 31,Macedon,NY,14502,72,9/30/2023,Planning,43.0637655,-77.3596511,Rochester,Rochester Other Areas NY 
5570,Microtel Inn & Suites by Wyndham Newark,555 W Union St,Newark,NY,14513,72,9/30/2023,Planning,43.046993,-77.11096,Rochester,Rochester Other Areas NY 
5571,Tempo by Hilton Milwaukee Downtown,915 N Old World 3rd St,Milwaukee,WI,53203,155,1/29/2024,Planning,43.0417575,-87.9148306,Milwaukee,Milwaukee CBD 
5572,Home2 Suites by Hilton Columbia Northeast,124 Blarney Dr,Columbia,SC,29223-6243,91,2/5/2024,Planning,34.0832346,-80.9451941,Columbia,Columbia North/East 
5573,Home2 Suites by Hilton Dixon,2755 N 1st St,Dixon,CA,95620,80,8/23/2024,Planning,38.4708781,-121.8243001,California North,California Rural North Area 
5574,Treehouse Hotel,1105-1133 SW 2nd St,Miami,FL,33130,191,6/1/2025,Planning,25.7627487,-80.1969133,Miami,Miami CBD/North 
5575,Homewood Suites by Hilton Olive Branch,6800 Crumpler Blvd,Olive Branch,MS,38654,94,4/3/2024,Planning,34.959561,-89.8543368,Memphis,Memphis Airport/South 
5576,Homewood Suites by Hilton Richmond North,3101 Garrity Way,San Pablo,CA,94806,108,8/4/2023,Planning,37.979019,-122.323241,Oakland,Oakland Northeast/Concord 
5577,Wyndham Kansas City Berkley,501 Berkley Pkwy,Kansas City,MO,64120,120,9/30/2023,Planning,39.1148884,-94.5768938,Kansas City,Kansas City Surrounding MO 
5578,Hampton Inn by Hilton Southaven Snowden Grove,6505 Getwell Rd,Southaven,MS,38672-6401,100,8/21/2023,Planning,34.955919,-89.93737,Memphis,Memphis Airport/South 
5579,Hampton Inn & Suites Manistee,101 S Lakeshore Dr,Manistee,MI,49660-1514,108,4/13/2023,Planning,44.246146,-86.34291,Michigan North,Michigan Northwest Area 
5580,Hampton Inn by Hilton Dixon,1 Dorset Ct,Dixon,CA,95620,69,8/23/2024,Planning,38.4710374,-121.8242497,California North,California Rural North Area 
5581,TownePlace Suites Tupelo,1803 Rial Dr,Tupelo,MS,38804-1317,95,12/10/2023,Planning,34.2838707,-88.7168885,Mississippi,Tupelo/North Area 
5582,Fairfield Inn & Suites Noblesville,13596 Tegler Dr,Noblesville,IN,46060,125,12/10/2023,Planning,39.9945658,-85.9225789,Indianapolis,Indianapolis Rural Areas 
5583,TownePlace Suites Greenfield,379 Walnut Ave,Greenfield,CA,93927,84,11/3/2023,Planning,36.3297521,-121.2420969,California Central Coast,Monterey/Salinas 
5584,TownePlace Suites Houston Spring,9603 Dowdell Rd,Tomball,TX,77375,85,11/3/2023,Planning,30.0781849,-95.5589187,Houston,Houston North/Woodlands 
5585,Second & Peabody,511 2nd Ave S,Nashville,TN,37210-2001,300,,Planning,36.15607,-86.77189,Nashville,Nashville Airport 
5586,Sleep Inn Mooresville,Consumer Square Dr,Mooresville,NC,28117,65,5/27/2024,Planning,35.5919987,-80.8584381,North Carolina West,North Carolina West Central Area 
5587,Cambria Hotels Templeton,1000 Las Tablas Rd,Templeton,CA,93465,120,4/30/2024,Planning,35.5557261,-120.7154282,California Central Coast,San Luis Obispo/Paso Robles 
5588,MainStay Suites Moses Lake,2500 W Broadway Ave,Moses Lake,WA,98837-2902,45,2/28/2025,Planning,47.1068117,-119.3092899,Washington State,Washington State Area 
5589,Sleep Inn Moses Lake,2500 W Broadway Ave,Moses Lake,WA,98837-2902,45,2/28/2025,Planning,47.107222,-119.3086286,Washington State,Washington State Area 
5590,Everhome Suites Gaithersburg,E Dr & Muddy Branch Rd,Gaithersburg,MD,20878,113,9/30/2023,Planning,39.1270718,-77.2118392,Washington,Frederick/Rockville 
5591,Ascend Collection Elkins,206 Davis Ave,Elkins,WV,26241,56,12/31/2022,Final Planning,38.924389,-79.849237,West Virginia,West Virginia North Area 
5592,"The Beckham, An Ascend Hotel Collection",4520 S Martin Luther King Dr,Chicago,IL,60653,74,1/29/2023,Planning,41.8170359,-87.6173253,Chicago,Chicago CBD 
5593,Cambria Hotels  Glendale,N Zanjero Blvd,Glendale,AZ,85305,137,8/29/2023,Planning,33.538263,-112.2585696,Phoenix,Phoenix West 
5594,Comfort Huntsville,5004 Memorial Pkwy NW,Huntsville,AL,35810-1004,87,3/31/2024,Planning,34.794565,-86.574328,Alabama North,Huntsville 
5595,Comfort Suites Trinidad,2606 Santa Fe Trl,Trinidad,CO,81082,85,12/31/2024,Planning,37.1432294,-104.5135915,Colorado Area,Colorado East Area 
5596,Comfort Suites Old Town Scottsdale,3275 N Drinkwater Blvd,Scottsdale,AZ,85251-6405,24,,Planning,33.485224,-111.92411,Phoenix,Scottsdale 
5597,Hyatt Place Ontario Airport,2700 E Inland Empire Blvd,Ontario,CA,91764,151,9/6/2023,Final Planning,34.068953,-117.571614,Inland Empire,Ontario & Airport 
5598,Holiday Inn Express Bryce Holm City,290 N Win Way,Bryce,UT,84764,120,12/21/2022,Planning,37.6975223,-112.1854982,Utah Area,Utah Regional 
5599,Hyatt Place Grand Rapids Airport,4580 28th St SE,Kentwood,MI,49512-1912,100,3/1/2023,Planning,42.912079,-85.554142,Grand Rapids & Michigan West,Grand Rapids MI 
5600,Staybridge Suites Bryce,Highway 12,Bryce,UT,84764,80,12/21/2022,Final Planning,37.688179,-112.145257,Utah Area,Utah Regional 
5601,Holiday Inn Express Jesup,362 N 1st St,Jesup,GA,31545,65,2/1/2023,Planning,31.6093668,-81.8812112,Georgia South,Georgia South Area 
5602,Hyatt House Ontario Airport,2700 E Inland Empire Blvd,Ontario,CA,91764,121,9/6/2023,Planning,34.0690165,-117.5728835,Inland Empire,Ontario & Airport 
5603,"Avid Downtown Washington, D.C.",311 H St NW,Washington,DC,20001-2626,144,1/31/2025,Planning,38.90041,-77.015806,Washington,Washington DC CBD 
5604,Candlewood Suites Dothan,3001 Ross Clark Cir,Dothan,AL,36301-1121,100,1/15/2023,Planning,31.2237892,-85.4338891,Alabama South,Dothan/Enterprise 
5605,Holiday Inn Express Adelanto,11711 Air Expy,Adelanto,CA,92301,75,10/30/2023,Planning,34.5703983,-117.40834,Inland Empire,San Bernardino Surrounding 
5606,Hyatt Place,1155 S Olive St,Los Angeles,CA,90015-2208,258,9/14/2023,Final Planning,34.0398683,-118.2623378,Los Angeles,Los Angeles CBD 
5607,stayAPT Suites Rock Hill Panthers Training Facility,840 Patriot Pky,Rock Hill,SC,29730,58,12/1/2021,In Construction,34.9686695,-80.9888191,Charlotte,Monroe & Rock Hill NC-SC 
5608,stayAPT Suites,5000 Woodmere Blvd,Montgomery,AL,36106,75,2/1/2022,In Construction,32.3575459,-86.2198178,Alabama South,Montgomery 
5609,stayAPT Auites Dothan,259 Hospitality Ln,Dothan,AL,36303,58,12/1/2021,In Construction,31.2703771,-85.443301,Alabama South,Dothan/Enterprise 
5610,stayAPT Suites San Antonio Lackland,9923 Ingram Rd,San Antonio,TX,78245-4088,87,6/1/2022,In Construction,29.4383379,-98.6601434,San Antonio,San Antonio South 
5611,StayAPT Suites Brownsville,529 E Morrison Rd,Brownsville,TX,78526,58,6/1/2022,Final Planning,25.9671697,-97.5046716,McAllen/Brownsville,Brownsville 
5612,StayAPT Suites San Antonio Randolph Live Oak,7645 N Loop 1604 E,San Antonio,TX,78247,75,4/1/2022,In Construction,29.5039014,-98.2875283,San Antonio,San Antonio Northeast 
5613,stayAPT Suites Huntsville Research park Area,210 W Park Loop NW,Huntsville,AL,35806,75,4/1/2022,In Construction,34.7437014,-86.6861811,Alabama North,Huntsville 
5614,stayAPT Suites La Grange Kia,112 Jameson Dr,Lagrange,GA,30241-2565,58,3/1/2022,In Construction,33.0441368,-84.9786621,Georgia South,Columbus/Lagrange 
5615,stayAPT Suites Colubus,7402 N Lake Loop,Columbus,GA,31909,75,6/22/2022,Final Planning,32.5533599,-84.9450107,Georgia South,Columbus/Lagrange 
5616,Suburban Extended Stay Hotel Peoria,1824 W War Memorial Dr,Peoria,IL,61614,54,6/29/2023,Planning,40.7321781,-89.6118864,Illinois North,Peoria/Pekin 
5617,Everhome Suites Shepherdstown,301 N King St,Shepherdstown,WV,25443,94,9/28/2023,Planning,39.4344588,-77.8079593,Washington,Suburban Virginia Area 
5618,WoodSpring Suites Manchester,194 Buckland Hills Dr,Manchester,CT,06042-8705,122,1/30/2024,Planning,41.8092874,-72.5469086,Hartford,Hartford North/Windsor Locks 
5619,WoodSpring Suites Tampa,6722 Lakeview Center Dr,Tampa,FL,33619,122,1/30/2024,Planning,27.9787733,-82.3803939,Tampa,Tampa East 
5620,WoodSpring Suites Bozeman,707 Laramie Dr,Bozeman,MT,59718,122,6/9/2023,Planning,45.6718713,-111.0868854,Montana,Bozeman/Yellowstone Area MT 
5621,WoodSpring Suites Roanoke,3812 Peters Creek Rd,Roanoke,VA,24019,122,2/26/2024,Final Planning,37.3253893,-79.9936796,Virginia Area,Roanoke 
5622,WoodSpring Suites Happy Valley,9997 SE 82nd Ave,Portland,OR,97086-2301,122,12/21/2023,Planning,45.450632,-122.579378,Portland,Portland I-84/I-205 East 
5623,WoodSpring Suites Milford,187 Plains Rd,Milford,CT,06461-3126,122,2/28/2025,Planning,41.2226525,-73.0797919,Connecticut Area,New Haven/Waterbury CT 
5624,WoodSpring Suites Windsor,450 Bloomfield Ave,Windsor,CT,6095,122,2/28/2025,Planning,41.8545436,-72.6657564,Hartford,Hartford North/Windsor Locks 
5625,WoodSprings Suites Myrtle Beach,301 S Kings Hwy,Myrtle Beach,SC,29577-4101,122,12/23/2023,Planning,33.683767,-78.891939,Myrtle Beach,Myrtle Beach/South 
5626,WoodSpring Suites Atlanta,3740 Royal South Pky,Atlanta,GA,30349,122,3/31/2024,Planning,33.588031,-84.510431,Atlanta,Atlanta Airport 
5627,WoodSpring Suites Federal Way,955 S 356th St,Federal Way,WA,98003,123,3/30/2024,Planning,47.2823536,-122.321004,Seattle,Kent/Renton 
5628,WoodSpring Suites,600 A St,Wilmington,DE,19801,122,7/10/2024,Planning,39.7318586,-75.548717,Delaware,Wilmington DE 
5629,Cambria Hotels Salinas,17560 Calle Del Adobe,Salinas,CA,93907,92,10/26/2023,Planning,36.697832,-121.67218,California Central Coast,Monterey/Salinas 
5630,WoodSpring Suites Henrico,4730 Richneil Rd,Richmond,VA,23231,122,5/23/2023,Final Planning,37.5156123,-77.351383,Richmond/Petersburg,Richmond CBD/Airport 
5631,Commutator Foundry Hotel,125 N 1st St,Minneapolis,MN,55401,125,7/17/2024,Planning,44.985009,-93.269157,Minneapolis,Minneapolis CBD 
5632,citizenM Seattle The Pioneer Square Hotel,60 Yesler Way,Seattle,WA,98104,216,3/31/2023,In Construction,47.6019338,-122.3358047,Seattle,Seattle CBD 
5633,"Hotel Del Coronado, Curio Collection by Hilton",1500 Orange Ave,Coronado,CA,92118-2918,142,,Planning,32.680597,-117.1779359,San Diego,San Diego CBD 
5634,Westin Tampa Bay,7627 W Courtney Campbell Cswy,Tampa,FL,33607,49,,Planning,27.968151,-82.565454,Tampa,Tampa CBD/Airport 
5635,Fairfield Inn New York Manhattan Chelsea,116 W 28th St,New York,NY,10001,67,,Planning,40.7462489,-73.9914174,New York,Midtown South NY 
5636,Rodeway Inn Greenville,137 N Walnut St,Greenville,MS,38701-3656,12,,Planning,33.4135374,-91.0626107,Mississippi,Vicksburg/Central Area 
5637,Nevada Hotel & Casino,235 S Main St,Las Vegas,NV,89101,160,,Abandoned,36.169395,-115.147297,Las Vegas,Las Vegas North 
5638,Bldg 5,Century Blvd,Inglewood,CA,90301,0,,Abandoned,33.9440356,-118.3411091,Los Angeles,Los Angeles Airport 
5639,Ashlan Inn,4278 W Ashlan Ave,Fresno,CA,93722,117,,Abandoned,36.7942669,-119.8687831,California South/Central,Fresno 
5640,Unknown Name,8950 W Sunset Blvd,West Hollywood,CA,90069,165,,Abandoned,34.0903298,-118.3871528,Los Angeles,Hollywood/Beverly Hills 
5641,The Hotel 3 Star,8620 Fenton St,Silver Spring,MD,20910,189,,Abandoned,38.9976601,-77.0279172,Washington,Bethesda/College Park 
5642,Hotel 2,1400 E Sonterra Blvd,San Antonio,TX,78258,0,,Abandoned,29.6140128,-98.4691452,San Antonio,San Antonio Northwest/Sea World 
5643,Unknown Name,3889 S Las Vegas Blvd,Las Vegas,NV,89109-4310,33,,Abandoned,36.0962468,-115.171792,Las Vegas,Las Vegas Strip 
